2014-07-10 20:37:15,719 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: root
2014-07-10 23:30:54,285 [spark-akka.actor.default-dispatcher-36] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:440 as 7145 bytes in 0 ms
2014-07-10 23:30:54,287 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 112 in 10017860 ms on dco-node133-mgt.dco.ethz.ch (progress: 185/497)
2014-07-10 23:30:54,287 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 112)
2014-07-10 23:31:53,228 [spark-akka.actor.default-dispatcher-36] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:441 as TID 442 on executor 8: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:31:53,229 [spark-akka.actor.default-dispatcher-36] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:441 as 6698 bytes in 1 ms
2014-07-10 23:31:53,231 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 148 in 10076784 ms on dco-node130-mgt.dco.ethz.ch (progress: 186/497)
2014-07-10 23:31:53,231 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 148)
2014-07-10 23:31:55,054 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:442 as TID 443 on executor 4: dco-node135-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:31:55,055 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:442 as 6326 bytes in 1 ms
2014-07-10 23:31:55,057 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 209 in 10078581 ms on dco-node135-mgt.dco.ethz.ch (progress: 187/497)
2014-07-10 23:31:55,057 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 209)
2014-07-10 23:31:55,692 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:443 as TID 444 on executor 13: dco-node122-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:31:55,693 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:443 as 6326 bytes in 0 ms
2014-07-10 23:31:55,720 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 189 in 10079254 ms on dco-node122-mgt.dco.ethz.ch (progress: 188/497)
2014-07-10 23:31:55,720 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 189)
2014-07-10 23:31:57,750 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Serialized size of result for 140 is 535
2014-07-10 23:31:57,751 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Sending result for 140 directly to driver
2014-07-10 23:31:57,751 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Finished task ID 140
2014-07-10 23:31:57,753 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:444 as TID 445 on executor 9: dco-node121-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:31:57,753 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:444 as 6326 bytes in 0 ms
2014-07-10 23:31:57,756 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 140 in 10081313 ms on dco-node121-mgt.dco.ethz.ch (progress: 189/497)
2014-07-10 23:31:57,756 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 140)
2014-07-10 23:31:57,755 [sparkExecutor-akka.actor.default-dispatcher-25] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 445
2014-07-10 23:31:57,756 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 445
2014-07-10 23:31:57,758 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-10 23:31:57,759 [Executor task launch worker-8] INFO  org.apache.spark.rdd.WholeTextFileRDD - Input split: Paths:/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-99.warc:0+68804139,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-00.warc:0+63576590,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-01.warc:0+69771233,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-02.warc:0+70235997,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-03.warc:0+71339964,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-04.warc:0+50648603,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-05.warc:0+53489372,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-06.warc:0+55048655,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-07.warc:0+53308814,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-08.warc:0+63102696,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-09.warc:0+72480637,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-10.warc:0+68945200,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-11.warc:0+68038613,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-12.warc:0+69253327,/mnt/cw12/cw-data/ClueWeb12_17/1715wb/1715wb-13.warc:0+66932050,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-14.warc:0+62093853,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-15.warc:0+60032102,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-16.warc:0+68023774,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-17.warc:0+68209409,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-18.warc:0+62264499,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-19.warc:0+56243904,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-20.warc:0+70922083,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-21.warc:0+72455598,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-22.warc:0+73774604,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-23.warc:0+71512546,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-24.warc:0+72554980,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-25.warc:0+73537767,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-26.warc:0+72674883,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-27.warc:0+71594138,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-28.warc:0+71870698,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-29.warc:0+69509033,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-30.warc:0+67030386,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-31.warc:0+71520176,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-32.warc:0+65599102,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-33.warc:0+67326867,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-34.warc:0+69590909,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-35.warc:0+70551395,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-36.warc:0+57546100,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-37.warc:0+71399261,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-38.warc:0+64637275,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-39.warc:0+61825169,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-40.warc:0+71218638,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-41.warc:0+70135297,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-42.warc:0+67314127,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-43.warc:0+68420886,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-44.warc:0+62095298,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-45.warc:0+72276379,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-46.warc:0+58343768,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-47.warc:0+60987042,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-48.warc:0+73028756,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-49.warc:0+60544886,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-50.warc:0+57427128,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-51.warc:0+71494332,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-52.warc:0+45075068,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-53.warc:0+65985454,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-54.warc:0+67596256,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-55.warc:0+68961906,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-56.warc:0+70279635,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-57.warc:0+66452867,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-58.warc:0+68817554,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-59.warc:0+64951464,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-60.warc:0+64843732,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-61.warc:0+58281033,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-62.warc:0+63316930,/mnt/cw12/cw-data/ClueWeb12_17/1716wb/1716wb-63.warc:0+69402458
2014-07-10 23:32:01,503 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:445 as TID 446 on executor 14: dco-node136-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:32:01,503 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:445 as 6326 bytes in 0 ms
2014-07-10 23:32:01,506 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 206 in 10085032 ms on dco-node136-mgt.dco.ethz.ch (progress: 190/497)
2014-07-10 23:32:01,506 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 206)
2014-07-10 23:32:02,603 [spark-akka.actor.default-dispatcher-24] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:446 as TID 447 on executor 12: dco-node132-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:32:02,603 [spark-akka.actor.default-dispatcher-24] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:446 as 6178 bytes in 0 ms
2014-07-10 23:32:02,606 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 168)
2014-07-10 23:32:02,606 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 168 in 10086150 ms on dco-node132-mgt.dco.ethz.ch (progress: 191/497)
2014-07-10 23:32:52,123 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:447 as TID 448 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:32:52,123 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:447 as 6252 bytes in 0 ms
2014-07-10 23:32:52,126 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 15 in 10135767 ms on dco-node127-mgt.dco.ethz.ch (progress: 192/497)
2014-07-10 23:32:52,126 [spark-akka.actor.default-dispatcher-36] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 15)
2014-07-10 23:32:53,241 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:448 as TID 449 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:32:53,242 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:448 as 6252 bytes in 0 ms
2014-07-10 23:32:53,244 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 95 in 10136827 ms on dco-node127-mgt.dco.ethz.ch (progress: 193/497)
2014-07-10 23:32:53,244 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 95)
2014-07-10 23:33:14,670 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:449 as TID 450 on executor 13: dco-node122-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:33:14,671 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:449 as 6178 bytes in 0 ms
2014-07-10 23:33:14,673 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 237 in 10158185 ms on dco-node122-mgt.dco.ethz.ch (progress: 194/497)
2014-07-10 23:33:14,673 [spark-akka.actor.default-dispatcher-36] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 237)
2014-07-10 23:34:03,179 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:450 as TID 451 on executor 13: dco-node122-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:34:03,180 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:450 as 6252 bytes in 1 ms
2014-07-10 23:34:03,182 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 173 in 10206724 ms on dco-node122-mgt.dco.ethz.ch (progress: 195/497)
2014-07-10 23:34:03,182 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 173)
2014-07-10 23:34:44,389 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:451 as TID 452 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:34:44,390 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:451 as 6178 bytes in 0 ms
2014-07-10 23:34:44,392 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 114 in 10247964 ms on dco-node123-mgt.dco.ethz.ch (progress: 196/497)
2014-07-10 23:34:44,392 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 114)
2014-07-10 23:34:49,937 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:452 as TID 453 on executor 0: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:34:49,938 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:452 as 6030 bytes in 1 ms
2014-07-10 23:34:49,940 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 147 in 10253494 ms on dco-node131-mgt.dco.ethz.ch (progress: 197/497)
2014-07-10 23:34:49,940 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 147)
2014-07-10 23:34:50,749 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:453 as TID 454 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:34:50,749 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:453 as 6104 bytes in 0 ms
2014-07-10 23:34:50,751 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 63 in 10254354 ms on dco-node127-mgt.dco.ethz.ch (progress: 198/497)
2014-07-10 23:34:50,751 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 63)
2014-07-10 23:34:55,389 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:454 as TID 455 on executor 2: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:34:55,390 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:454 as 6030 bytes in 1 ms
2014-07-10 23:34:55,392 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 231 in 10258907 ms on dco-node125-mgt.dco.ethz.ch (progress: 199/497)
2014-07-10 23:34:55,392 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 231)
2014-07-10 23:34:58,213 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:455 as TID 456 on executor 4: dco-node135-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:34:58,214 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:455 as 6030 bytes in 0 ms
2014-07-10 23:34:58,216 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 161 in 10261763 ms on dco-node135-mgt.dco.ethz.ch (progress: 200/497)
2014-07-10 23:34:58,216 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 161)
2014-07-10 23:35:03,005 [spark-akka.actor.default-dispatcher-36] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:456 as TID 457 on executor 11: dco-node124-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:35:03,005 [spark-akka.actor.default-dispatcher-36] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:456 as 6030 bytes in 0 ms
2014-07-10 23:35:03,008 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 107 in 10266584 ms on dco-node124-mgt.dco.ethz.ch (progress: 201/497)
2014-07-10 23:35:03,008 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 107)
2014-07-10 23:35:15,857 [spark-akka.actor.default-dispatcher-38] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:457 as TID 458 on executor 15: dco-node129-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:35:15,857 [spark-akka.actor.default-dispatcher-38] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:457 as 6252 bytes in 0 ms
2014-07-10 23:35:15,859 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 150 in 10279411 ms on dco-node129-mgt.dco.ethz.ch (progress: 202/497)
2014-07-10 23:35:15,859 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 150)
2014-07-10 23:36:09,948 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:458 as TID 459 on executor 13: dco-node122-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:36:09,948 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:458 as 6178 bytes in 0 ms
2014-07-10 23:36:09,950 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 221 in 10333469 ms on dco-node122-mgt.dco.ethz.ch (progress: 203/497)
2014-07-10 23:36:09,951 [spark-akka.actor.default-dispatcher-37] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 221)
2014-07-10 23:36:14,230 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:459 as TID 460 on executor 13: dco-node122-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:36:14,230 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:459 as 6030 bytes in 0 ms
2014-07-10 23:36:14,233 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 157 in 10337782 ms on dco-node122-mgt.dco.ethz.ch (progress: 204/497)
2014-07-10 23:36:14,233 [spark-akka.actor.default-dispatcher-29] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 157)
2014-07-10 23:37:20,224 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:460 as TID 461 on executor 4: dco-node135-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:37:20,225 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:460 as 6252 bytes in 0 ms
2014-07-10 23:37:20,227 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 241 in 10403737 ms on dco-node135-mgt.dco.ethz.ch (progress: 205/497)
2014-07-10 23:37:20,227 [spark-akka.actor.default-dispatcher-24] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 241)
2014-07-10 23:37:55,599 [spark-akka.actor.default-dispatcher-19] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:461 as TID 462 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:37:55,599 [spark-akka.actor.default-dispatcher-19] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:461 as 6252 bytes in 0 ms
2014-07-10 23:37:55,601 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 255 in 10439105 ms on dco-node127-mgt.dco.ethz.ch (progress: 206/497)
2014-07-10 23:37:55,601 [spark-akka.actor.default-dispatcher-27] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 255)
2014-07-10 23:38:23,206 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:462 as TID 463 on executor 13: dco-node122-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:38:23,207 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:462 as 6252 bytes in 1 ms
2014-07-10 23:38:23,209 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 253 in 10466714 ms on dco-node122-mgt.dco.ethz.ch (progress: 207/497)
2014-07-10 23:38:23,209 [spark-akka.actor.default-dispatcher-39] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 253)
2014-07-10 23:38:47,098 [spark-akka.actor.default-dispatcher-19] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:463 as TID 464 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:38:47,098 [spark-akka.actor.default-dispatcher-19] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:463 as 6104 bytes in 0 ms
2014-07-10 23:38:47,100 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 191 in 10490633 ms on dco-node127-mgt.dco.ethz.ch (progress: 208/497)
2014-07-10 23:38:47,100 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 191)
2014-07-10 23:38:53,681 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:464 as TID 465 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:38:53,681 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:464 as 6178 bytes in 0 ms
2014-07-10 23:38:53,683 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 175 in 10497224 ms on dco-node127-mgt.dco.ethz.ch (progress: 209/497)
2014-07-10 23:38:53,683 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 175)
2014-07-10 23:38:58,640 [spark-akka.actor.default-dispatcher-19] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:465 as TID 466 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:38:58,640 [spark-akka.actor.default-dispatcher-19] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:465 as 6104 bytes in 0 ms
2014-07-10 23:38:58,643 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 159 in 10502191 ms on dco-node127-mgt.dco.ethz.ch (progress: 210/497)
2014-07-10 23:38:58,643 [spark-akka.actor.default-dispatcher-19] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 159)
2014-07-10 23:39:18,481 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:466 as TID 467 on executor 8: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:39:18,482 [spark-akka.actor.default-dispatcher-25] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:466 as 6104 bytes in 0 ms
2014-07-10 23:39:18,484 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 116 in 10522055 ms on dco-node130-mgt.dco.ethz.ch (progress: 211/497)
2014-07-10 23:39:18,484 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 116)
2014-07-10 23:39:48,859 [spark-akka.actor.default-dispatcher-37] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:467 as TID 468 on executor 2: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:39:48,860 [spark-akka.actor.default-dispatcher-37] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:467 as 6104 bytes in 1 ms
2014-07-10 23:39:48,862 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 167 in 10552406 ms on dco-node125-mgt.dco.ethz.ch (progress: 212/497)
2014-07-10 23:39:48,862 [spark-akka.actor.default-dispatcher-41] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ResultTask(0, 167)
2014-07-10 23:40:15,659 [spark-akka.actor.default-dispatcher-41] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:468 as TID 469 on executor 7: dco-node127-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 23:40:15,660 [spark-akka.actor.default-dispatcher-41] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:468 as 6104 bytes in 1 ms
