Running on hadoop, using /opt/hadoop-2.4.0/bin/hadoop and HADOOP_CONF_DIR=
MAHOUT-JOB: /opt/mahout/examples/target/mahout-examples-1.0-SNAPSHOT-job.jar
14/07/19 13:34:23 WARN driver.MahoutDriver: No cvb.props found on classpath, will use command-line arguments only
14/07/19 13:34:24 INFO common.AbstractJob: Command line arguments: {--convergenceDelta=[0.0], --dictionary=[/cw-seqdir-sparse-lda/dictionary.file-*], --doc_topic_output=[/runs/r18/doc-topics], --doc_topic_smoothing=[1.0E-4], --endPhase=[2147483647], --input=[/cw-out-matrix/matrix], --iteration_block_size=[10], --maxIter=[1], --max_doc_topic_iters=[10], --num_reduce_tasks=[60], --num_topics=[10], --num_train_threads=[4], --num_update_threads=[4], --output=[/runs/r18/topics], --random_seed=[42], --startPhase=[0], --tempDir=[/runs/r18/cas-temp/], --term_topic_smoothing=[1.0E-4], --test_set_fraction=[0.1]}
14/07/19 13:34:24 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
14/07/19 13:34:49 INFO cvb.CVB0Driver: Will run Collapsed Variational Bayes (0th-derivative approximation) learning for LDA on /cw-out-matrix/matrix (numTerms: 13914453), finding 10-topics, with document/topic prior 1.0E-4, topic/term prior 1.0E-4.  Maximum iterations to run will be 1, unless the change in perplexity is less than 0.0.  Topic model output (p(term|topic) for each topic) will be stored /runs/r18/topics.  Random initialization seed is 42, holding out 0.1 of the data for perplexity check

14/07/19 13:34:49 INFO cvb.CVB0Driver: Dictionary to be used located /cw-seqdir-sparse-lda/dictionary.file-*
p(topic|docId) will be stored /runs/r18/doc-topics

14/07/19 13:34:49 INFO cvb.CVB0Driver: Current iteration number: 0
14/07/19 13:34:49 INFO cvb.CVB0Driver: About to run iteration 1 of 1
14/07/19 13:34:49 INFO cvb.CVB0Driver: About to run: Iteration 1 of 1, input path: /runs/r18/cas-temp/topicModelState/model-0
14/07/19 13:34:49 INFO Configuration.deprecation: mapred.input.dir is deprecated. Instead, use mapreduce.input.fileinputformat.inputdir
14/07/19 13:34:49 INFO Configuration.deprecation: mapred.compress.map.output is deprecated. Instead, use mapreduce.map.output.compress
14/07/19 13:34:49 INFO Configuration.deprecation: mapred.output.dir is deprecated. Instead, use mapreduce.output.fileoutputformat.outputdir
14/07/19 13:34:50 INFO client.RMProxy: Connecting to ResourceManager at dco-node121.dco.ethz.ch/172.31.109.131:8032
14/07/19 13:34:57 INFO input.FileInputFormat: Total input paths to process : 1
14/07/19 13:35:02 INFO mapreduce.JobSubmitter: number of splits:1096
14/07/19 13:35:03 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1405769650846_0001
14/07/19 13:35:03 INFO impl.YarnClientImpl: Submitted application application_1405769650846_0001
14/07/19 13:35:03 INFO mapreduce.Job: The url to track the job: http://dco-node121.dco.ethz.ch:8088/proxy/application_1405769650846_0001/
14/07/19 13:35:03 INFO mapreduce.Job: Running job: job_1405769650846_0001
14/07/19 13:35:12 INFO mapreduce.Job: Job job_1405769650846_0001 running in uber mode : false
14/07/19 13:35:12 INFO mapreduce.Job:  map 0% reduce 0%
AttemptID:attempt_1405769650846_0001_r_000009_1 Timed out after 600 secs
14/07/19 15:24:41 INFO mapreduce.Job:  map 100% reduce 87%
14/07/19 15:27:36 INFO mapreduce.Job:  map 100% reduce 88%
14/07/19 15:28:41 INFO mapreduce.Job: Task Id : attempt_1405769650846_0001_r_000003_2, Status : FAILED
AttemptID:attempt_1405769650846_0001_r_000003_2 Timed out after 600 secs
14/07/19 15:28:42 INFO mapreduce.Job:  map 100% reduce 87%
14/07/19 15:28:45 INFO mapreduce.Job:  map 100% reduce 88%
14/07/19 15:38:33 INFO mapreduce.Job:  map 100% reduce 89%
14/07/19 15:43:12 INFO mapreduce.Job:  map 100% reduce 100%
14/07/19 15:43:12 INFO mapreduce.Job: Job job_1405769650846_0001 failed with state FAILED due to: Task failed task_1405769650846_0001_r_000005
Job failed as tasks failed. failedMaps:0 failedReduces:1

14/07/19 15:43:12 INFO mapreduce.Job: Counters: 52
	File System Counters
		FILE: Number of bytes read=24092628567
		FILE: Number of bytes written=47421801506
		FILE: Number of read operations=0
		FILE: Number of large read operations=0
		FILE: Number of write operations=0
		HDFS: Number of bytes read=18392889370
		HDFS: Number of bytes written=4850
		HDFS: Number of read operations=4534
		HDFS: Number of large read operations=0
		HDFS: Number of write operations=100
	Job Counters 
		Failed reduce tasks=26
		Killed reduce tasks=19
		Launched map tasks=1096
		Launched reduce tasks=95
		Data-local map tasks=1081
		Rack-local map tasks=15
		Total time spent by all maps in occupied slots (ms)=2306531840
		Total time spent by all reduces in occupied slots (ms)=5805632920
		Total time spent by all map tasks (ms)=230653184
		Total time spent by all reduce tasks (ms)=145140823
		Total vcore-seconds taken by all map tasks=230653184
		Total vcore-seconds taken by all reduce tasks=145140823
		Total megabyte-seconds taken by all map tasks=2306531840000
		Total megabyte-seconds taken by all reduce tasks=5805632920000
	Map-Reduce Framework
		Map input records=46909246
		Map output records=10960
		Map output bytes=23554988234
		Map output materialized bytes=23651166717
		Input split bytes=133712
		Combine input records=10960
		Combine output records=10960
		Reduce input groups=0
		Reduce shuffle bytes=767200
		Reduce input records=0
		Reduce output records=0
		Spilled Records=21920
		Shuffled Maps =54800
		Failed Shuffles=0
		Merged Map outputs=54800
		GC time elapsed (ms)=12506340
		CPU time spent (ms)=336118240
		Physical memory (bytes) snapshot=3946441588736
		Virtual memory (bytes) snapshot=16247845638144
		Total committed heap usage (bytes)=3795165642752
	Shuffle Errors
		BAD_ID=0
		CONNECTION=0
		IO_ERROR=0
		WRONG_LENGTH=0
		WRONG_MAP=0
		WRONG_REDUCE=0
	File Input Format Counters 
		Bytes Read=18392755658
	File Output Format Counters 
		Bytes Written=4850
Exception in thread "main" java.lang.InterruptedException: Failed to complete iteration 1 stage 1
	at org.apache.mahout.clustering.lda.cvb.CVB0Driver.runIteration(CVB0Driver.java:502)
	at org.apache.mahout.clustering.lda.cvb.CVB0Driver.run(CVB0Driver.java:319)
	at org.apache.mahout.clustering.lda.cvb.CVB0Driver.run(CVB0Driver.java:198)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:70)
	at org.apache.mahout.clustering.lda.cvb.CVB0Driver.main(CVB0Driver.java:534)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:483)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:72)
	at org.apache.hadoop.util.ProgramDriver.run(ProgramDriver.java:145)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:153)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:483)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:212)
