Spark assembly has been built with Hive, including Datanucleus jars on classpath
Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=128m; support was removed in 8.0
2014-07-22 17:49:33,189 [main] WARN  org.apache.spark.SparkConf - 
2014-07-22 17:49:50,689 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 64 in 11131 ms on dco-node129-mgt.dco.ethz.ch (progress: 99/2684)
2014-07-22 17:49:50,701 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:211 as TID 211 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,701 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:211 as 2194 bytes in 0 ms
2014-07-22 17:49:50,704 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 112)
2014-07-22 17:49:50,704 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 112 in 3659 ms on dco-node130-mgt.dco.ethz.ch (progress: 100/2684)
2014-07-22 17:49:50,728 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:212 as TID 212 on executor 8: dco-node129-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,729 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:212 as 2194 bytes in 1 ms
2014-07-22 17:49:50,731 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 67 in 11171 ms on dco-node129-mgt.dco.ethz.ch (progress: 101/2684)
2014-07-22 17:49:50,731 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 67)
2014-07-22 17:49:50,740 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node125-mgt.dco.ethz.ch:37895/user/Executor#1754081306] with ID 12
2014-07-22 17:49:50,741 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:213 as TID 213 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,741 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:213 as 2194 bytes in 0 ms
2014-07-22 17:49:50,741 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:214 as TID 214 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,741 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:214 as 2194 bytes in 0 ms
2014-07-22 17:49:50,741 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:215 as TID 215 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,742 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:215 as 2194 bytes in 1 ms
2014-07-22 17:49:50,742 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:216 as TID 216 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,742 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:216 as 2194 bytes in 0 ms
2014-07-22 17:49:50,742 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:217 as TID 217 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,742 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:217 as 2194 bytes in 0 ms
2014-07-22 17:49:50,742 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:218 as TID 218 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,743 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:218 as 2194 bytes in 0 ms
2014-07-22 17:49:50,743 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:219 as TID 219 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,743 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:219 as 2194 bytes in 0 ms
2014-07-22 17:49:50,743 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:220 as TID 220 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,743 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:220 as 2194 bytes in 0 ms
2014-07-22 17:49:50,743 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:221 as TID 221 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,744 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:221 as 2194 bytes in 0 ms
2014-07-22 17:49:50,744 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:222 as TID 222 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,744 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:222 as 2194 bytes in 0 ms
2014-07-22 17:49:50,744 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:223 as TID 223 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,744 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:223 as 2194 bytes in 0 ms
2014-07-22 17:49:50,744 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:224 as TID 224 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,744 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:224 as 2194 bytes in 0 ms
2014-07-22 17:49:50,745 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:225 as TID 225 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,745 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:225 as 2194 bytes in 0 ms
2014-07-22 17:49:50,745 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:226 as TID 226 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,745 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:226 as 2194 bytes in 0 ms
2014-07-22 17:49:50,745 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:227 as TID 227 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,746 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:227 as 2194 bytes in 1 ms
2014-07-22 17:49:50,746 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:228 as TID 228 on executor 12: dco-node125-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,746 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:228 as 2194 bytes in 0 ms
2014-07-22 17:49:50,759 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:229 as TID 229 on executor 2: dco-node121-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,760 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:229 as 2194 bytes in 0 ms
2014-07-22 17:49:50,762 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 110 in 3744 ms on dco-node121-mgt.dco.ethz.ch (progress: 102/2684)
2014-07-22 17:49:50,762 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 110)
2014-07-22 17:49:50,832 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:230 as TID 230 on executor 2: dco-node121-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,832 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:230 as 2194 bytes in 0 ms
2014-07-22 17:49:50,834 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 98)
2014-07-22 17:49:50,834 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 98 in 4581 ms on dco-node121-mgt.dco.ethz.ch (progress: 103/2684)
2014-07-22 17:49:50,946 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node123-mgt.dco.ethz.ch:55907/user/Executor#-273316180] with ID 3
2014-07-22 17:49:50,947 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:231 as TID 231 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,947 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:231 as 2194 bytes in 0 ms
2014-07-22 17:49:50,948 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:232 as TID 232 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,948 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:232 as 2194 bytes in 0 ms
2014-07-22 17:49:50,948 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:233 as TID 233 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,948 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:233 as 2194 bytes in 0 ms
2014-07-22 17:49:50,948 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:234 as TID 234 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,948 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:234 as 2194 bytes in 0 ms
2014-07-22 17:49:50,949 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:235 as TID 235 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,949 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:235 as 2194 bytes in 0 ms
2014-07-22 17:49:50,949 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:236 as TID 236 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,949 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:236 as 2194 bytes in 0 ms
2014-07-22 17:49:50,949 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:237 as TID 237 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,949 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:237 as 2194 bytes in 0 ms
2014-07-22 17:49:50,949 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:238 as TID 238 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,950 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:238 as 2194 bytes in 1 ms
2014-07-22 17:49:50,950 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:239 as TID 239 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,950 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:239 as 2194 bytes in 0 ms
2014-07-22 17:49:50,950 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:240 as TID 240 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,950 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:240 as 2194 bytes in 0 ms
2014-07-22 17:49:50,950 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:241 as TID 241 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,950 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:241 as 2194 bytes in 0 ms
2014-07-22 17:49:50,951 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:242 as TID 242 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,951 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:242 as 2194 bytes in 0 ms
2014-07-22 17:49:50,951 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:243 as TID 243 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,951 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:243 as 2194 bytes in 0 ms
2014-07-22 17:49:50,951 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:244 as TID 244 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,951 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:244 as 2194 bytes in 0 ms
2014-07-22 17:49:50,951 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:245 as TID 245 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,952 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:245 as 2194 bytes in 1 ms
2014-07-22 17:49:50,952 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:246 as TID 246 on executor 3: dco-node123-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:50,952 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:246 as 2194 bytes in 0 ms
2014-07-22 17:49:51,077 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:247 as TID 247 on executor 8: dco-node129-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,077 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:247 as 2194 bytes in 0 ms
2014-07-22 17:49:51,079 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 77 in 11511 ms on dco-node129-mgt.dco.ethz.ch (progress: 104/2684)
2014-07-22 17:49:51,081 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 77)
2014-07-22 17:49:51,087 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:248 as TID 248 on executor 4: dco-node132-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,087 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:248 as 2194 bytes in 0 ms
2014-07-22 17:49:51,090 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 140 in 3413 ms on dco-node132-mgt.dco.ethz.ch (progress: 105/2684)
2014-07-22 17:49:51,090 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 140)
2014-07-22 17:49:51,178 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node131-mgt.dco.ethz.ch:52123/user/Executor#272261971] with ID 6
2014-07-22 17:49:51,179 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:249 as TID 249 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,179 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:249 as 2194 bytes in 0 ms
2014-07-22 17:49:51,179 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:250 as TID 250 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,179 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:250 as 2194 bytes in 0 ms
2014-07-22 17:49:51,179 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:251 as TID 251 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,180 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:251 as 2194 bytes in 1 ms
2014-07-22 17:49:51,180 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:252 as TID 252 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,180 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:252 as 2194 bytes in 0 ms
2014-07-22 17:49:51,180 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:253 as TID 253 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,180 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:253 as 2194 bytes in 0 ms
2014-07-22 17:49:51,180 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:254 as TID 254 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,181 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:254 as 2194 bytes in 1 ms
2014-07-22 17:49:51,181 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:255 as TID 255 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,181 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:255 as 2194 bytes in 0 ms
2014-07-22 17:49:51,181 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:256 as TID 256 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,181 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:256 as 2194 bytes in 0 ms
2014-07-22 17:49:51,181 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:257 as TID 257 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,182 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:257 as 2194 bytes in 0 ms
2014-07-22 17:49:51,182 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:258 as TID 258 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,182 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:258 as 2194 bytes in 0 ms
2014-07-22 17:49:51,182 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:259 as TID 259 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,182 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:259 as 2194 bytes in 0 ms
2014-07-22 17:49:51,183 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:260 as TID 260 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,183 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:260 as 2194 bytes in 0 ms
2014-07-22 17:49:51,183 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:261 as TID 261 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,183 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:261 as 2194 bytes in 0 ms
2014-07-22 17:49:51,183 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:262 as TID 262 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,183 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:262 as 2194 bytes in 0 ms
2014-07-22 17:49:51,183 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:263 as TID 263 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,184 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:263 as 2194 bytes in 0 ms
2014-07-22 17:49:51,184 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:264 as TID 264 on executor 6: dco-node131-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,184 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:264 as 2194 bytes in 0 ms
2014-07-22 17:49:51,318 [spark-akka.actor.default-dispatcher-20] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:265 as TID 265 on executor 2: dco-node121-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,318 [spark-akka.actor.default-dispatcher-20] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:265 as 2194 bytes in 0 ms
2014-07-22 17:49:51,320 [Result resolver thread-2] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 103 in 4951 ms on dco-node121-mgt.dco.ethz.ch (progress: 106/2684)
2014-07-22 17:49:51,321 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 103)
2014-07-22 17:49:51,346 [Result resolver thread-1] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 159 in 2851 ms on dco-node121-mgt.dco.ethz.ch (progress: 107/2684)
2014-07-22 17:49:51,346 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:266 as TID 266 on executor 2: dco-node121-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,346 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:266 as 2194 bytes in 0 ms
2014-07-22 17:49:51,347 [spark-akka.actor.default-dispatcher-21] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 159)
2014-07-22 17:49:51,376 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:267 as TID 267 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:51,376 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:267 as 2194 bytes in 0 ms
2014-07-22 17:49:51,378 [Result resolver thread-3] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 136 in 3935 ms on dco-node130-mgt.dco.ethz.ch (progress: 108/2684)
2014-07-22 17:49:51,379 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 136)
2014-07-22 17:49:51,433 [Result resolver thread-0] INFO  org.apache.spark.scheduler.TaskSetManager - Finished TID 169 in 1945 ms on dco-node130-mgt.dco.ethz.ch (progress: 109/2684)
2014-07-22 17:49:51,433 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Completed ShuffleMapTask(2, 169)
